,score,review
2190,-6.951653003692627,"hey fucker 

hey fucker, your links have GAY PORN sites in them"
1497,-6.9508256912231445,FUCK YOU Ckatz you are german Cock sucker and  FUCKER MOTHER FUCKER
1140,-6.950825214385986,FUCK YOU Ckatz you are german Cock sucker and FUCKER MOTHER FUCKER
473,-6.9455084800720215,"SUPPRESSING THAT, YOU FASCISTS
SO FUCK YOU FOR SUPPRESSING THAT,"
534,-6.943190097808838,"Fuck you 
fred fuck you you bitch ass punk u can suck a dick deleting everything fuck you"
145,-6.94295072555542,"Yeah fuck you 

seriously fuck you. All you do is protect racists and homophob"
471,-6.941260814666748,YOUR ARE FUCKING GAY WAD!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
1412,-6.940700531005859,FUCK YOU! FUCK EVERYBODY HERE AND THEIR FUCKING GAY RULES! YOU
702,-6.938146591186523,"fuck you 
how about you fuck off you fucking gay cunt and stop fiddling with animals its"
1772,-6.936301231384277,"FUCK YOUR DOG 

FUCK YOUR DOG FUCK YOUR DOG FUCK YOUR D"
1187,-6.929529666900635,Actually fuck it. You're all gay nerds who butt fuck each other. I'm gonna go get
1380,-6.92057466506958,Fuck off you anti-bulgarian turkic whores!!! А на 
172,-6.918866157531738,'''FUCK YOU Ckatz you are german Cock sucker and FUCKER MOTHER FUCK
281,-6.915451526641846,"FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST C"
367,-6.915040493011475,"Dude you're gay, now seriously STFU and get the fuck off my warning page you little"
1008,-6.914409160614014,Fuck you you stupid and gay bastard who thinls you are cool. Go to hell!
707,-6.906645774841309,"Hey you FUCKWAD pedophile

Do you even fucking realize what this asshole did to our"
2198,-6.899328708648682,"Violent fucking imagery? Are you kidding me?
Holy fucking shit. Dude you are part of"
403,-6.894229888916016,"HAHAHAHAHAHAHAHA YOU CAN'T STOP ME FUCKING HOMO!!!!
WHEN MY BAN"
1430,-6.893919467926025,"""u are a fucking wanker!!!! There was no fucken pakistan or idepend"
1301,-6.89301061630249,gay fucking faggot who has no life and no job and spends his whole shitty fucking life on
1760,-6.890249252319336,"YOU SUCK IT!!! AS YOU'RE USED TO SUCK PHALLUS, NAZI"
375,-6.883532524108887,Fuck you fascist.  did you suck Bush's dick yet?  I bet you did your share
2049,-6.882503509521484,Get your cock out of your mothers ass so the nigger can get his back in. Ban me
1494,-6.879456996917725,ok your site already fucked so i cant fuck it up no more fuck as nigga
1762,-6.877964496612549,This shit is fucking gay you need to get the right information dumb fucks
1697,-6.877430438995361,Yeah? Fuck you. There are fascists all over that Euromaidan movement. Just check the
533,-6.873693943023682,"Get a life you animal fucker
Shut up you fucking nigger. Fuck off and shit your"
789,-6.87283182144165,"fucking virgin fuck 

go fuck yourself geek

ps: you have an average sized"
941,-6.8630805015563965,"Sspx 

You should join that autistic Pope in Rome and go fuck yourselves with Sin"
2127,-6.861712455749512,FUCK ALL YOU CAMEL JOCKEY PUSSY LICKING DINK LOOKING D
202,-6.85784912109375,Fuck yourself you self-important web nazi. Deleting an article about a famous little girl with
1524,-6.856751918792725,FUCK YOU Jdelanoy. You are German COCK SUCKER & FUCKER M
2173,-6.854578971862793,"A message for you 

Fuck you!

GAYFullbuster!

Put"
1410,-6.851009845733643,"Rot In Hell 

Rot in hell asshole.
You dirty paki fuck, you should"
56,-6.849049091339111,LISTEN YOU MOTHERFUCKING FAGGOT! STOP FUCKING WITH ME!!! I
132,-6.848949909210205,They aren't helpful.  This guy is a fucking serial rapist and the sooner all that shit gets
836,-6.842884540557861,FUCK QUEBECFAGGOTS. FUCKING SEPERATE SO WE CAN FUCK
820,-6.838446140289307,"==

Fuck you. Fuck everyone on this site. You are all fucking gay tossers"
1608,-6.834482192993164,"Go fuck yourself, you big fat faggot.  I lost my penis in a forklift"
1328,-6.827500820159912,"FUCK U Proabivouac
dude ur one fucker who gets it in the"
216,-6.826781749725342,"JEW 

Get the fuck out of here you jewish son of a bitch, I"
2064,-6.826332092285156,"Shut the fuck up faggot.. I've had fucking 100 last warnings, if you don't"
930,-6.8250508308410645,THEN GET RID OF THE STUPID FUCKING BRICK COUNT WHO THE FUCK CAR
111,-6.8240156173706055,"stop reverting my edit
your so fucken gay get a fucken life your fagot"
1233,-6.823792934417725,"shut the fuck up u big dumb bitch ass pussy. i fucked yo wife nigga, done."
627,-6.821233749389648,Hey idiot! What's this fucking and animal language?! Write in English you subhuman Turk (T
2062,-6.8210673332214355,"Whatever 

Fucking block me then you punk ass bitch!

I don't give"
1205,-6.818778991699219,"Ahh shut the fuck up you douchebag sand nigger 

Go blow up some"
976,-6.8187384605407715,"HEY ALAN!
YOU FUCKING SUCK MY DICK, you gayboy. suck"
1405,-6.817285060882568,"YOU FUCKING NIGGER, HOW DARE YOU REVERT MY EDITS???? I'LL"
284,-6.815777778625488,FUCK YOU I NEVER STOP FUCKING YOU HARRY POTTER FANS!!!!!!! HARRY
1882,-6.814591884613037,"fuck you 

Fuck all the faggot assed, cock suckin', drug addicted"
981,-6.813159942626953,"You're fucking nothing you little piece of shit faggot, fucking nothing 

cum drinking"
135,-6.811574459075928,"Fucking left-wing bastard 

You left-wing liberalist bastards are enemies of"
149,-6.810947418212891,"Hey fucking pig 

Hey fucking pig-of-a-bully; I'll fuck"
629,-6.808178424835205,"sarah palin is a fucking bitch 

this stupid nazi woman is a fucking bitch"
245,-6.808101654052734,"""gays]] ==
Fuck you VegetaSaiyan! You motherfucker! You and"
150,-6.804117202758789,HEY BITCH STOP TAKING DOWN OUR FUCKING EVENT PAGES BITCH NIGGER?!
28,-6.800699710845947,"Why do you love cock? 

Stop taking down my vandalism you fucking nigger loving f"
1201,-6.797424793243408,"ChrisO proven Criminal and Fucken Homo

Chris, you mother fucker...all what you"
201,-6.796714782714844,Fuck FINLAY McWALTER hes a faggot and he needs to get a fucking
878,-6.796166896820068,"You are a fucking Nazi... 

Everything I wrote on my page was well written and factual"
2014,-6.790050506591797,"""

 Why did Vladimir Putin kill them all? 

Shut up you fucking criminal KGB asshole"
2166,-6.789533615112305,"fuck you honkey, why you hatin' on blacks? You fucking pussy geek nazi,"
1832,-6.788926601409912,"FUCK U CAMEROON

PROTECING ILLEGAL EDITS BY M"
123,-6.784848213195801,. UR SUCH A FUCKING GEEK ASS MOFO! UR MOTHERS SUCKING
303,-6.783534526824951,Why is the main picture of his ass you fucking cock loving geeky homosexuals
787,-6.78044319152832,THEN GET RID OF THE STUPID FUCKING BRICK COUNT  WHO THE FUCK
109,-6.77733850479126,"White Trash
Fuck off you white piece of trash. Fucking wiggers. Go and fuck a"
99,-6.775960445404053,"hey marnette, fuck u u fucking queerbag who sucks on cocks!!! fuck u!!!"
1103,-6.775226593017578,Fuck off you Paki bastard. Take your sad pathetic life somewhere else!
724,-6.768136024475098,Paul Tibbit is a fucking-ass little piece of smelly donkey shit that raped SpongeBob rock
1382,-6.7669572830200195,"Stupid Asian Bitch  

You're an idiot and you should go back to ch"
40,-6.765396595001221,You are homosexual. You fuck people through the ass. You hire prostitutes. Your mom's a hook
1044,-6.760671138763428,"you suck 
you suck HangingCurve, you motherfucken bitch ass faggot"
696,-6.759686470031738,"Fuck You 

Fuck You. Get a vinyl and put in your mama ass your sc"
1131,-6.7586517333984375,"go fuck yourself you stupid Tanzanian slave monkey, your country is shit poor and ugly. User"
539,-6.758316993713379,"well you can suck my balls gay fuck. Wikipedia is not censored, so I don't give a"
906,-6.757211208343506,"Fuck You

Go suck on a fat dick faggot mother fucker. I'm the"
190,-6.756476402282715,"Fuck you!!! 

Go and buy some Andrex and wipe your rats ass/face ("
2208,-6.756475925445557,"Fuck you!!! 

Go and buy some Andrex and wipe your rats ass/face ("
1000,-6.7536396980285645,"You fascit Nazi! You socialist bastard! You filthy Hippy! 

You dare touch"
737,-6.753221035003662,"your a fag!!! 

you are a fucking punk ass little bitch stop editing other peoples"
876,-6.751892566680908,"""

He touched your anus with his penis, faggot. Fuck Dog. Come try"
886,-6.7514967918396,"Dude seriously, you are a fucking Faggot, get a fucking life you Fucking prick"
211,-6.74415922164917,Fuck off you right wing nazi scum. BTW your crazy religion is a myth.
54,-6.743573188781738,"Fuck off!! 

Go and buy some Andrex and wipe your rats ass/face ("
726,-6.737254619598389,You're fucking gay. Get a job and quit arguing with people on the internet. It doesn't
1351,-6.7372541427612305,You're fucking gay. Get a job and quit arguing with people on the internet. It doesn't
1557,-6.736832618713379,GO FU CK YOUR DE AD MUM AND LICK HER CORPSE YOU DIRTY
1487,-6.735973834991455,"Gaaaaaaaaaaaaaaaaaaaaaaaaay! U r fucking gaey! 

Gaaaa"
2047,-6.730424404144287,"Fuck off!!! 

Go and buy some Andrex and wipe your rats ass/face ("
2019,-6.729449272155762,"FUCK YOU BITCH
Kiss my ass, you dickless troll.  I hope you"
1992,-6.728861331939697,"Materialscientist is a racist

Seriously, fuck you man. You continuously delete my photos on"
2152,-6.728860378265381,"Materialscientist is a racist

Seriously, fuck you man. You continuously delete my photos on"
1647,-6.727534770965576,"I will believe it when I see it, you gay asshole

fuck off and get a life"
1080,-6.726238250732422,"lame 

You fuckin queer. Don't you have anything better to do than to monitor"
931,-6.723919868469238,"Your stupid greeting 

Screw that stupid greeting from you and get lost you nigger!"
723,-6.723916053771973,"Umm 
Dumb ass noob here with my dick stuck in a bear trap with a"
757,-6.723110675811768,stick your warning up your arse you fucking gaywad. how about you read WP:GAME
2060,-6.721461772918701,FUCK YOU WHORES! I'LL ALWAYS COME BACK AGAIN AND AGAIN TO
1316,-6.72126579284668,"Hey you fucking jew 
why the fuck did you get rid of emo kid beatdown day"
1239,-6.720104217529297,FUCK ALL YOU NUT LICKING MOTHERFUCKING FAGOT COCK S
1910,-6.720056533813477,"You can't delete shit from my talk page you faggot, get that shit out of here"
5,-6.719867706298828,I fuck niggas! I fuck niggas! I fuck niggas! I fuck
1951,-6.719699382781982,Jusdafax is a little whiny bitch!!! Lick my sweaty balls homo!
1753,-6.719492435455322,"Fuck you, you fuckin' anti-wikipedia collaborator. You are stomping on my HUMAN R"
805,-6.7175068855285645,"YOU SUCK 

YOU SUCK, CANADIAN BACON, YOU SCUM"
161,-6.7155327796936035,"""

 FUCK YOU 
FUCK YOU!!!  YOU'RE A STUPID NIG"
571,-6.715339660644531,"Fuck you!!! 
Go and buy some Andrex and wipe your rats ass/face (delete"
2121,-6.711877822875977,Fuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-
1188,-6.708459377288818,"how dare u you german piece of dog shit 

dont u fucking clear my edit"
1583,-6.707396507263184,Fuck you niggerkite. y you deleting so much shit. fuckn loser. dont delete
1893,-6.705933570861816,"Hey you fucking nigger whore, I'm removing completely false information.  BAN FORTHCOM"
199,-6.703786373138428,"MotherFucker i have static ip address connection 

now suck my black dick and enjoy."
1909,-6.703657150268555,"Why do you poop 

hello gasbag
I would like to fuck you up the ass"
39,-6.703568935394287,"I am glad you have you were a fucking rubbish editor, with your racist crazy talk."
1676,-6.702419757843018,"Faggot 

Go fuck McGreevy's loose asshole you cock suckin' ab"
183,-6.7024030685424805,"Fuck You Danish hater! 

Fuck you arsehole muslim lover. Muslims control"
1692,-6.700313091278076,"ArmadilloFromHell 

You're a fucking faggot. Stop destroying MY ("
1769,-6.694606304168701,"Bloody asshole 

You are a bloody asshole and fucking hijra, chootiya and"
721,-6.692508220672607,"FUCK YOU YOU RED SCUMBAG 

FUCK YOU YOU RED SCUMBA"
1565,-6.690419673919678,"Cline is a fucking twat ==

 John Cline is gay 

He sucks dick"
1721,-6.690263271331787,"""

  good job u nazi dick sucker 

  nazi dick sucker u have sucked"
1303,-6.687784194946289,"asshole 

screw you fuck fuck fuck asshole fuck u a duck fucked a kang"
1630,-6.6870245933532715,you can get fucked maggot dog. fucking shit website fucking noob admin fuck you all. fucking
1880,-6.686074256896973,"Shut up asshole 

Shut up you asshole I fucking hate you, Kids CBC IS stupid so"
88,-6.685689926147461,"You fucking guinea wop, greaseball, guido, new york piece of shit."
980,-6.681321620941162,"Orangemango go f*** a f***ing bible, you f***ing bible b***"
1681,-6.681251525878906,"fuck you, whores!!! I'LL FUCK YOU UP OLD-STYLE, M"
270,-6.679961204528809,Mine ur own fucking bussiness.wat da fuck is ur problem u ugly fat ass motherfuck
1032,-6.6778645515441895,Pablo is a fucking troll abusing Wiki for his Communist agenda. He deserves worse than I gave him
15,-6.675842761993408,You are a stink ass Bitch you motherfucking dick sucking bitch go to fucking hell you dog
2199,-6.6743364334106445,"You can suck my cock, motherfucker 

ALSO, NIGGER. BL"
2181,-6.674271106719971,why dont you queer mother fuckers get a life and stop blocking me you fags.
424,-6.674103260040283,hey will how bout u suck my dick D! try to fckin mutha fck
1386,-6.6725172996521,"Get off my fucking back.. You God-damn little Indian RETARD 

Get off"
800,-6.672030925750732,I'm scared. It resets daily. Fuck you and your Zionist buddies. I will continue to
983,-6.671217441558838,guys like you annoy me so much i fucking hate guys like you i don't give a fuck
1177,-6.670577526092529,"Your a fat cunt 
 Your a fucking fat ugly cunt 
 Your a fat cunt 
"
1337,-6.670577526092529,"Your a fat cunt 
 Your a fucking fat ugly cunt 
 Your a fat cunt 
"
1090,-6.667686939239502,Go fuk your mom you fukin faggot.  I'll commit vandalizim
548,-6.667686939239502,Go fuk your mom you fukin faggot.  I'll commit vandalizim
1605,-6.665659427642822,FUCK YOU YOU MOTHER FUCKING ASS CRACKER DILDO LICKING PIEC
1849,-6.664356708526611,"Fuck you faggot, I don't care if i get blocked, as long as everyone knows"
419,-6.662192344665527,"i fucking hate you, you goddamn little fucking prick!! 

Since you love Jesus So Much"
1821,-6.660403251647949,"""

  Nazi Germany and """"real Germany"""" are identical, you ḟucking re�"
1650,-6.660208225250244,FUCK THE WIKI PUNKS who will fuck wikpeida over.... NOW I go
1850,-6.659420490264893,"!

Suck my DIHCK! Nihgga!

You don't"
1001,-6.6589741706848145,No he fucking is`nt he is anti british and he hates our beloved Queen
1911,-6.658918857574463,"eat shit and die bitch ass nigga

eat shit and die bitch ass nigga

"
1085,-6.658411979675293,you are a raging gay and i think you are so sad that you give a flying f**k
311,-6.655478000640869,This clown is a fucking faggot that doesn't know his dick from his pussy.  He
2026,-6.653808116912842,FAGGOTS!  YO FUCKER IT WAS FUCKING HAYES YOU FAG
1847,-6.651318073272705,"Hello 

Go back to your own country you british fucker. 26+6"
1812,-6.649564266204834,"fuck malaysians
Malaysians are a fucked race and should be wiped of the earth."
1082,-6.649104118347168,"bitch, asshole, motherfucker, go fuck ur mothers cunt, trade ur wife sister"
2194,-6.644914627075195,"""

 You fucking no-life car fetishist 

Since it's obvious you don't"
357,-6.643117427825928,"Suck my dikkkkk ==
Suck my dikkkkk Gogo Gogo"
1954,-6.639200687408447,"I HATE YOU 

LISTEN YOU MOTHERFUCKER, STAY OUT OF"
1597,-6.638355255126953,"Tool Box
Fuck you piece of shit. You think your in control, fucking faggot?"
2133,-6.6345086097717285,"fucking 

faggot

hopefully somone rapes or eats you soon you"
2101,-6.628381252288818,"Hey fucking retard?==

I was deleting my own post. Quit sending me fucking sandbox warnings"
1962,-6.626906394958496,Fuck off you stupid motherfucker you! Jschnur is a retard and a total fucking
255,-6.624886989593506,fuk you fucked up sinhalese motherfucking assholes wanna suck my cock bitch ass
1217,-6.623114109039307,fuck your warning and fuck your mum. and gg I didn't sign this so u cant ban
305,-6.621462821960449,"You dumb mother fucking nigger lover 

STOP DELETING MY EDITS, YOU"
942,-6.620682716369629,"u fucking cunt
revert smosh movie now or ill smosh your face in u prick"
1057,-6.619843006134033,"Fucking niggers thanks for wasting my time here,I'll just go back to vandalizing this"
2038,-6.616117477416992,"Hey Man
You are a retarded Mexican cocksucking piece of fucking shit. Please go fucking kill"
2119,-6.614196300506592,FUCKING SUCK YOU LIBERAL BASTARD WHO THINKS MICHAEL MOORE IS
398,-6.614042282104492,"DanielRigal 

BITCH YOU ARE A FUCKING GEEK ASS PUSSY"
296,-6.611812114715576,"""

 nai caste ka veer 

fuck you all motherfuckers pakistani"
387,-6.611473560333252,Why don't you go F yourself deliting nigger? Fuck you and your lies!
1792,-6.6095685958862305,"How to contact a REAL moderator, neo nazi vandals as usual

Those fucking neo n"
1809,-6.60649299621582,"ASSHOLE 
YOU ARE AN ASSHOLE WIKI NAZI! 
"
2056,-6.606248378753662,"FUCK U DIRTY INDIAN 

I HATE INDIANS...YOU GU"
320,-6.605556964874268,""":::fuck you animal! remember this shit yourself, who do you think you are coming here with"
1595,-6.60485315322876,"You Dick 

You're a big, anti-Japanese dick, you know that? I"
2159,-6.604212284088135,"Musarabbyahmad, to hell with you motherfucker Dawnseeker 
You mother"
1071,-6.602284908294678,This user would love to suck the penis of Jesus and to lick filthy balls son of a whore.
781,-6.601235866546631,fuck you. Are you happy that Jews like Madoff bankrupted your country?  Actually it is
929,-6.5984320640563965,"fuck you 

fuck you retard son of a bitch your ass is bigger that goatse,"
399,-6.596590042114258,"DENNIS GO FUCK YOURSELF, NIGGER!!! COCKSUCKER STUP"
1464,-6.595133304595947,You're a motherfucking homo try getting a life. You delete perfectly good articles for no
1848,-6.592793941497803,fuck u bitch so fuck off and im doing this cuz im a terroris bitch
57,-6.592006683349609,HEEY FUCKFACE YOU ARE A REAL BITCH ASS PUSSY WHIPPED MUT
863,-6.591002941131592,HEY FUCKFACE STOP REVERTING MY PAGE U GAY LOSER! CANT U
1350,-6.5900750160217285,Viral is a faggot mother fucker in the shit of the crap stritting.
332,-6.5875563621521,"Hello fuckhead,
Contributions my faggot asshole. You think that because im gay that"
1215,-6.583712577819824,"""FFFFF UUUUUU CCCCCC KKKKKK ===== YOU! F UU C"
1695,-6.5826897621154785,fuck you you dumb motherfucking asshole how dare you son of a bitch fucking lock me out you
1371,-6.581567287445068,"hey dickhole i'm gonna fuck you up assface so fuck off shitfucker
-me"
809,-6.581567287445068,"hey dickhole i'm gonna fuck you up assface so fuck off shitfucker
-me"
1528,-6.58003568649292,Total Asshole bitches like you just need to get the fuck off. Motherfucking Shith
1677,-6.579781532287598,unblock|White Cat is a fucking bastard. Block this ip like my sister ip 195.188
1250,-6.57814359664917,Wikipedia can lick the fattest part of my dick fuck nigga  by caleb cron
2021,-6.578122138977051,"Fuckin' hater, thats all you are. Honky, punk, bitch. Go troll"
2016,-6.577630043029785,FUCK YOU Bluezy YOU ARE PROBABLY JUST A GAY WHO LIKES IT
1997,-6.5754170417785645,To faithlessfaggotboy:  Suck my dick you goddamn gay-lovin piece
719,-6.574864387512207,"""YOU FAT FUCK

YOU FAT FUCK

YOU FAT FUCK

YOU FAT FUCK
"
933,-6.573813438415527,"uR gAY 

U LIKE DICK u FUCKING FAGGOT!!!!!!!!!!!!!!!!"
560,-6.573030948638916,"I HATE YOU KAFZIEL, GO SUCK A DICK MAN, YOUR MOM"
1257,-6.571761608123779,Go fuck yourself you fucking dick go rot in hell piece of crap your mother is a whore
890,-6.571760177612305,"dick shit cock fuck 

you are a fag

you are a big bag"
9,-6.570952415466309,"gay ==

He sucks dick
 John Cline is gay 

He sucks dick
"
2155,-6.569142818450928,"Fuck Wikipedia and fuck all the leftist, liberal, faggot-loving Jew Communists that run this"
1006,-6.56812858581543,"... AmeriKKKans are fucking gay... U.S.A. sucks balls

"
832,-6.5672760009765625,"F*ck You 
Shut the fuck up you whiney ass little bitch! I'll do"
2095,-6.566340446472168,"""

Fuck off you stupid fucking retard cunt.

{| style=""""border: 1"
1795,-6.565052032470703,YOU ARE A MINDLESS FAGGOT PIG PLEASE GOD BURN THIS FUCKING MAG
641,-6.564628601074219,Who the fuck do you think you are? How dare you fucking block me! You have NO ID
1874,-6.563388347625732,"Suck it. 

Bitch, suck my bigass cock, gag on it mother"
918,-6.562957286834717,"Hi 

O FUCK YOU U MATHRFUKER BITCH IDIOOOOT"
1512,-6.562805652618408,"you are a senile old homosexual==

you need to go to Oz to get a fucking"
1285,-6.557013988494873,""":::You fucking retards, only a fucking dumbshit would be religious. Does Godel"
1391,-6.556229591369629,You're such one god damn nigger for a titty penis head. I am going to head
1207,-6.556044101715088,"Fuck You 

Nigga, fuck you.

Flocka aint a"
490,-6.550765514373779,",
BILLCJ's Mom, she's a big fat, fucking bitch
Big old fat"
784,-6.549415588378906,"LGBT 

you little fuck, are you a fag, that piece of shit page is"
489,-6.548978328704834,"you are fucking morons 

you realized that wikipedia became like jew-watch right?"
1773,-6.548893928527832,"Suck my dick 

I assure you, my semen is considered wegetarian if you"
1926,-6.547211170196533,"fuck you, you god damn fucking cocksucker. you fucking fuck yourself pan dan."
1599,-6.545891761779785,"FUCK OF NAZI PROPAGANDA
odpierdalcie sie j"
1142,-6.545780658721924,"SHut the fuck up you motherfucker, you probably engage with incest with your deceased grandmother..."
1363,-6.5453410148620605,"Suck a dick you little cunt 

then go and take your uncle deep up your tight"
1043,-6.545051574707031,Fuck off faggot. Truth isn't vandalism. You have no idea what you're talking about
1639,-6.544261455535889,eat my cock you dirty whore!eat my cock you dirty whore!eat my cock you dirty whore
2053,-6.540140628814697,SHUT YOUR STUPID ASS UP NOW!!! GO GET YOUR GODDAMNED ADMIN
2041,-6.539843559265137,"Hey, faggot. 

You fucking retard. You better quit undoing my vandalism"
1658,-6.539402008056641,"Fuck you, French faggot. Go play soccer and leave the internet to America, which invented"
1340,-6.536843776702881,ALL OF YOU COCK CUCKING FAGGOTS AND RULE ABIDERS GO THE
104,-6.536708354949951,"fuck you 

i hate you why do you delete pages do you have a life are you"
1862,-6.533940315246582,shitty nigger fuck i love d3$1r# (@/\/+u shitty n
1828,-6.532426357269287,STOP POSTING WARNIGN ON MY TALK PAGE ITS FUCKING GAY AS SHIT AND
674,-6.529218673706055,You are such a faggot..dont tell me what to do...ill fuck you up
838,-6.529046535491943,"Fuck you 

PENIS

PENIS

PENIS

"
1150,-6.528164386749268,|Jesus cant you guys take a few fucking jokes for fucks sake? Fucking eh you guys
292,-6.5280985832214355,"Faggot/Cocksucker  

Take your biased ass elsewhere, as we have"
660,-6.527969837188721,"YOU FUCKERS THINK YOU CAN STOP ME, YOU REALLY THINK SO. WELL NIG"
210,-6.526300430297852,"Wash your dirty penis before giving shit 

Wash your fucking dirty penis before giving sh"
66,-6.526085376739502,"Are you fucking serious? Again, what Hume have you read? Go fuck yourself, ignoramus."
313,-6.52407169342041,"Message    

Go fuck Loy Wong, you dirty, old, white,"
501,-6.523859977722168,ONCE AGAIN JD UK IS A FUCKING FAGGOT FUCKER WHO DESERV
1619,-6.522143840789795,"FUAK U MUDDAFAKA 

you are so suck dik at dis shit"
1719,-6.521603107452393,"Yes, you are a faggot!!!! BITCH ASS MOTHERFUCKER!!!!! Yes,"
286,-6.520779132843018,"Black Kite, fuck you embesil. What vandalisation other than the porno movies your"
1518,-6.520721912384033,"you bunch of cock cucking, toilet scrubbing, tit licking, fanny kissing, arse"
663,-6.519164562225342,You lil piece of shit I haven’t vandalised nothing I will fuck u up whore
657,-6.518456935882568,"Fuck All Asyriac Nation 

Qamishli belong to Arminian and"
2201,-6.518350601196289,"Message for Angie 

Yo need to get a makeover, u r fuckin ugly bitch"
722,-6.517974376678467,FACK YOU   FACK YOU   FACK YOU   FACK YOU  F
214,-6.517930507659912,"YOU SUCK 

I HATE YOU> YOU CAN FUCK MY ASS ALL NIGHT BITCH"
298,-6.517701625823975,"fuck  

you son of a bitch your sıde make us creasy fuck you"
1189,-6.516628742218018,"Fucking white trash cunt
Could you also be more careful with the revert button.  Edou"
1885,-6.516544818878174,"Yeah, what the fuck is this? Get your lazy commie ass back here! As you capitalist"
1059,-6.516318321228027,"U are a bitch nigga. Fuck u and the guy who blocked cookiesandboobs.
"
589,-6.51600980758667,"TWAT 

your a fucking twat mosh u fucking little batty boy wots"
377,-6.515932559967041,Mark asten is a pussy pussy pussy pussy pussy pussy pussy loser loser loser fucker fucker fuck
558,-6.511155605316162,"Blah 

You fat dykey cunt!  If you would fucking read for once in"
2182,-6.510895729064941,"Suck my di_ck CU_NT

Block me you stupid cu_nt, you"
1948,-6.508899688720703,"you are a fucking bawbag.

get a real job you bumder and stop moaning"
911,-6.508464813232422,"J DELANOY fucks little boys in the asshole with his small pecker, he also gives"
1915,-6.50309944152832,"I DOn't care what you say dickface 

Fuck You keep blocking me I'll"
130,-6.502962112426758,"Jews 

Jews are fucking bastards. I hope neo nazis unite and holocaust"
1466,-6.502573490142822,"""yo, fuck you """"amigo"""". just settlin a score with a faggot"
2074,-6.502511501312256,"bitch 

you are such a whiny ass attention whore bitch, go choke on a"
391,-6.502440929412842,your mother is sucking my cock right now you loser HAHAHAHAHAHAHAHAHAAHA sh wanted me
664,-6.502404689788818,"Please fuck off, your leftist PC nonsense is apparent.174.88.155.12"
1264,-6.501538276672363,"Tell Dark to stop fucking with moot and /b/.

He has no fucking idea what he"
995,-6.500598430633545,FUCK YOU U USELESS BOT FUCK YOU U USELESS BOT FUCK YOU U
1964,-6.499735355377197,Go fuck yourself you stupid bitch go do something better with your life instead of sitting the whole day behind
639,-6.4990386962890625,"so everytime i reset my modem my ip changes

fuck you petty sexless ugly ass desperate"
920,-6.498855113983154,Gogo blows man’s thick cock then gets on all four for fuck from behind like a
1133,-6.496970176696777,"""

 you're so fucking ugly 

are you walter's bitch? he's another"
1861,-6.496092319488525,"Hey fuck you cunt bag!,you dont own wikpedia. and please report my i want to close"
