,score,review
10,-1.0246782302856445,"TO all of yall who think 1.This was a boring telecast 2.Halle berry and denzel Washington did not deserve their Oscars<br /><br />SHUT THE F**k UP!! This was one of the best Academy awards show because 1.It was a moment in history to have a black yes ""Black actress"" win an academy award for Best actress so many of our black sisters have been ignored by the academy for many years.To be honest I had stop watching the academy awards because of a lack of diversity in either the winners or nominees.To me it was nothing but a bunch of white people patting each other in the back.the academy had many chances to vote black actresses that were brilliant in movies eg Alfre Woodard,Whoopi Goldberg,Diana Ross,Mary jean Babtise, but it did not 2.Halle berry deserved that Oscar no competition the academy was under pressure to vote for her so long have deserving actresses been ignored by the academy the majority of which is comprised of white voters yeah yeah Nicole kidman sang very prettily in muling"
11,-0.03578948974609375,"It's interesting how the train of research can flow. I started out looking at an article about Cristo's ""The Gates"" in Central Park. The article stated that the Maysles had been Cristo's filmographers for years. Hmmm... Then I got to looking at their body of work. I believe one of them has passed on but the other is still filming Cristo and Jean Claude in their stages of creation. Grey Gardens sounded very interesting. Video Station, in Boulder CO, is the place to look for the obscure or offbeat and of course they had it in stock. DVD and VHS. Edith and Edie are women living in the past, and oh what a glorious past it was. Edith had been well off, born a Bouvier, married well, had several wonderful relationships and became a singer when she was in her forties. Her daughter Edie had been a débutante, a fashion model and had many beaus. She never married and at some point in her thirties had come home to recuperate. She seems to have a nervous disorder of some kind. Worrying too much abo"
12,-0.7694441676139832,"I was never a big fan of horror movies. They usually try cheap tricks to scare their audiences like loud noises and creepy children. They usually lack originality and contain overacting galore. The only horror movie i like was Stir of Echoes with Kevin Bacon. It was well-acted, and had a great story. But it has been joined and maybe even surpassed by Stanley Kubrick's The Shining, quite possibly the scariest movie ever.<br /><br />The movie follows a writer (Jack Nicholson) and his family who agree to watch over a hotel while it is closed for the winter. There were rumors of the place being haunted and the last resident went crazy and murdered his family. But Jack is convinced it will be OK and he can use the quiet to overcome his writer's block. After months of solitude and silence however, Jack becomes a grumpy and later violent. Is it cabin fever or is there something in the hotel that is driving him mad?<br /><br />One of the creepiest parts about the movie is the feeling of isolat"
13,-0.9013087749481201,"This is a bit of a puzzle for a lot of the artsy Lynch crowd. They tend to try to write this off as some kind of meaningless, crude, side project of Lynch's. Like this is Lynch passing gas between his real pieces of film art. Well it may be a fart, but its one of those intriguing farts that you catch of a whiff of and are embarrassed to admit you enjoy.<br /><br />Dumbland distilled down beyond this is art. What can you do with aspects of modern life but laugh at it. If you took it seriously you would go nuts. You hook into it, smell it, taste it, feel its agonies, its unreasoning stupidities, and then express it in any medium you choose. Thats called art, and art isn't dumb. But it is Dumbland."
14,-0.19979916512966156,"Page 3 is one of those films Madhur Bhandarkar makes to expose societal filth. The film is compelling, but, like most of Bhandarkar's films, it is one-sided and overly pessimistic. This film is all about tabloid journalism, gossip, celebrities. The film exposes the lives of socialites, whose lifestyle is disastrously boastful, peculiar and repulsive. They party, they care for nothing but fame, they plan parties at funerals, they are craving for more money and a higher reputation, they will do anything to get due exposure in the media, to get their names boldly printed on the daily newspaper's social column known as ""Page 3"" with huge photographs which will be the center of people's discussions. They are attention seeking, salacious and hypocrite. The film industry is shown as sleazy, with casting couch being a common phenomenon among filmmakers. That's where our lovely heroine, a young social column reporter Madhvi Sharma, is thrown. All these people from Mumbai's elite depend on her a"
15,-0.7586425542831421,"Mitchell Leisen's fifth feature as director, and he shows his versatility by directing a musical, after his previous movies were heavy dramas. He also plays a cameo as the conductor.<br /><br />You can tell it is a pre code movie, and nothing like it was made in the US for quite a while afterwards (like 30+ years). Leisen shot the musical numbers so they were like what the audience would see - no widescreen shots or from above ala Busby Berkeley. What I do find funny or interesting is that you never actually see the audience.<br /><br />As others have mentioned the leads are fairly characterless, and Jack Oakie and Victor McLaghlan play their normal movie personas. Gertrude Michael however provides a bit of spark.<br /><br />The musical numbers are interesting and some good (the Rape of the Rhapsody in particular is amusing) but the drama unconvincing and faked - three murders is too many and have minimal emotional impact on the characters. This is where this movie could have been a lo"
16,-2.070136547088623,"WAR, INC. (2008) **1/2 John Cusack, Marisa Tomei, Hilary Duff, Joan Cusack, Ben Kingsley, Dan Aykroyd, Sergej Trifunovic, Lyubomir Neikov, Ned Bellamy, (Voice of: Montel Williams)<br /><br />A hit-and-miss-21st Century ""STRANGELOVE""<br /><br />John Cusack  who co-wrote the script with Mark Leyner and Jeremy Pikser  stars as a jaded hit-man named Brand Hauser who is burnt out but decides to follow thru on one final assignment by icing a Middle-Eastern oil minister named Omar Sharif (yes, not THAT Omar Sharif but you get the tone here from this misfire for a laugh) commandeered by the ex-Vice President of The USA (Aykroyd, Cusack's old ""Grosse Pointe Blank"" co-hort, doing a mean Dick Cheney manqué turn here), enlisting Brand to do the deed under the guise of a Trade Show Producer in mythical Turaqistan (read: Iraq/Afghanistan) for the American private corporation Tamerlane (read: Halliburton). <br /><br />While being briefed Brand is faced with a moment of clarity when he comes across "
17,-0.45775794982910156,"Kirk and crew land on a lonely planet where the sun is about to explode. They intend to evacuate the inhabitants but find the place deserted except for a Mr. Atoz who operates some sort of high-tech library. Despite trying to get a straight answer from him about everyone's whereabouts, Atoz is indifferent to their questions and insist they must quickly 'make a selection while there is still time'. They have no idea what he's talking about but wander about looking at the hand mirror-like disks on the viewers and they see images of the planet's past. Then, while a disk is in the viewer, Kirk runs through the doorway and is magically transported back in time to what on Earth would look like the time of Louis XIV (the 1660s). When McCoy and Spock follow, a different disk is in the viewer and they are sent to an ice age hell. All too late they realize that the library is a time travel machine and repository.<br /><br />While Kirk's visit is pretty short and not all that exciting, Spock and "
18,-1.1841644048690796,"A true anomaly in the French cinema ,this despairing work has no equivalent in the contemporary production.One would rather have to look on the side of Louis Malle's ""le feu follet"" (1963)(the fire within) to find something not completely unlike Harel's effort.Wry and cynical,having lost all his illusions,the hero ,a computer scientist,has got no more reason to live.Absolutely none.Estranged from the human race,he seems to live his life as some kind of entomologist,studying his colleagues.One of them catches his attention:Tisserand-José Garcia plays the most demeaning part of the decade-.Then Tisserand will become some kind of prey:all his pessimism will rub off on this poor man.The scene is the night-club climaxes the strange relationship:the hero tells his victim that his life will always be unfulfilled unless he.... Well now the movie takes a more conventional turn so to speak (Clouzot's misanthropy maybe)but just for a while.<br /><br />The form is weird beyond comment There are tw"
19,-0.8881823420524597,"I'm not kidding about that summary and vote! The video distributors have packaged this as just another typical '80s werewolf movie, but it is in fact the greatest parody of the horror genre that you can imagine, having done for the horror movie what ""Blazing Saddles"" did for the western. I have seen plenty of comedies - good, bad, stupid, weird, etc. (usually walking away unimpressed), and I think that comedy must be the most difficult genre for filmmakers and actors to work in - it takes just the right kind of touch to make things successful, and part of that is having good ideas. ""Full Moon High"" is bulging with good ideas - so many, in fact, that it can easily put the Zucker/Abrams team of ""Airplane"" and ""Naked Gun"" to shame. One of the best of these is the very presence of Ed McMahon in a starring role as a John Birch-style right-wing crackpot. The jokes, non-sequiturs, wisecracks and word-play are literally non-stop and everything, including the kitchen sink, has been thrown in. T"
20,-1.9353108406066895,"Back in the forties, when movies touched on matters not yet admissible in ""polite"" society, they resorted to codes which supposedly floated over the heads of most of the audience while alerting those in the know to just what was up. Probably no film of the decade was so freighted with innuendo as the oddly obscure Desert Fury, set in a small gambling oasis called Chuckawalla somewhere in the California desert. Proprietress of the Purple Sage saloon and casino is the astonishing Mary Astor, in slacks and sporting a cigarette holder; into town drives her handful-of-a-daughter, Lizabeth Scott, looking, in Technicolor, like 20-million bucks. But listen to the dialogue between them, which suggests an older Lesbian and her young, restless companion (one can only wonder if A.I. Bezzerides' original script made this relationship explicit). Even more blatant are John Hodiak as a gangster and Wendell Corey as his insanely jealous torpedo. Add Burt Lancaster as the town sheriff, stir, and sit bac"
21,-1.6649199724197388,"The men can slaver over Lollo, if they like (or her lollos--she gave her name to a slang terms for breasts in French), but the ladies have an even tastier morsel in the divine Gerard Philipe, who is not only beautiful but can act. Don't be deterred if your version has no subtitles because in this simple, dashing story of love and war, in which all is fair, they are not needed. All you need know is that, at the beginning of the film, Lollobrigida reads Philipe's palm and tells him he will marry the daughter of the king. Thereafter the story is quite plain from the Gallic gestures and the running, jumping, and swordplay.<br /><br />On the minus side, the obviousness of the story and the heavy-handed facetiousness of the tone become somewhat wearying, and it is annoying that the French apparently consider themselves too superior to Hollywood to bother even attempting the plausibility of its exciting stunts. And of course the non-French-speaker misses the occasional bit of ooh-la-la, such "
22,-0.07468847930431366,"Larry Fessenden has been thrashed by most of the comments on this forum. Well, the worst mistake, evidently, is the marketing of the movie and the way the DVD might have been targeted. Obviously, this is not a true horror movie, at least, not for people expecting anything that will be gory and instantly satisfying. <br /><br />""Wendigo"" is basically a film that seems to be told from the mind of the young Miles. Things that are not readily understood by children tend to stay in their young minds and ultimately dominate their fears and the menacing world they can't comprehend. It is obvious that Kim, the mother, is a psychologist, but she has no clue to what is going on in the mind of her son. This is also a story of alienation. It's clear that the father, George, is a distant figure, perhaps a workaholic, who seems to be living in a different world.<br /><br />Miles' fears reach a point of crisis during the week end in the country. That part of New York state, with its winter landscape,"
23,-0.038257814943790436,"This was one of the DVD's I recently bought in a set of six called ""Frenchfilm"" to brush up our French before our planned holiday in beautiful Provence this year. So far, as well as improving our French we have considerably enhanced our appreciation of French cinema.<br /><br />What a breath of fresh air to the stale, predictable, unimaginative, crash bang wallop drivel being churned out by Hollywood. What a good example for screenplay writers, actors, directors and cinematographers to follow. It was so stimulating also to see two identifiable characters in the lead roles without them having to be glossy magazine cover figures. <br /><br />The other thing I liked about this film was the slow character and plot build up which kept you guessing as to how it was all going to end. Is there any real good in this selfish thug who continually treats his seemingly naïve benefactor with the type of contempt that an ex-con would display? Will our sexually frustrated poor little half deaf heroine"
24,-0.30742159485816956,"All the folks who sit here and say that this movie's weak link is the Ramones would probably say that Amadeus was ok if not for that irritating harpsichordist. Rock and Roll High School was centered around the Ramones. How anyone can watch this and not get a kick out of Joey Ramone eating bean sprouts backstage in an attempt to keep him in performing condition is obviously a wet blanket square daddy-o. Ms Trogar, exploding white mice, the hall patrols...instant classics. Nevermind the Riff Randell character.<br /><br />If you don't like the Ramones then you don't know rock and roll and you don't deserve to watch a movie called ROCK AND ROLL High School."
25,-0.12323940545320511,"New York, I Love You is a collective work of eleven short films, with each segment running around 10 minutes long. The shorts don't exactly relate but they all have something in common, love. Every short is about finding love, either if it's about a couple or just two strangers chitchatting.The film stars an ensemble cast, among them Shia LaBeouf, Natalie Portman, Hayden Christensen, Orlando Bloom, Chris Cooper, Andy Garcia, Christina Ricci, Irrfan Khan, Robin Wright Penn, Julie Christie, Ethan Hawke, Bradley Cooper, Rachel Bilson, and Anton Yelchin. With such a stellar cast and such an interesting premise, I was expecting a tremendous film; the problem is New York I Love You doesn't add up. It remains the sum of its parts. Some of the segments are funny, original and interesting but others are so meaningless (Orlando Bloom/Christina Ricci and Ethan Hawke/Maggie Q segments) that it's appalling. The film is definitely uneven and has a very experimental tone. Story-wise, it seems like so"
26,-0.2726672291755676,"This did for crime what ""Not Another Teen Movie"" did for school. I laughed all the way through as 2 inept gangs warred with each other and among themselves. An unsubtle comedy using overt jokes and gags that kept me rolling all the way. I suppose the biggest gag in the entire film was that time never seemed to go forward leaving the characters trapped in the 30's."
27,-0.6980510950088501,"Having read some of the other comments here I was expecting something truly awful but was pleasantly surprised. REALITY CHECK: The original series wasn't that good. I think some people remember it with more affection than it deserved but apart from the car chases and Daisy Duke's legs the scripts were weak and poorly acted. The Duke boys were too intelligent and posh for backwood hicks, the shrunken Boss Hog was too cretinous to be evil and Rosco was just hyper throughout every screen moment. It's amazing the series actually lasted as long as it did because it ran out of story lines during the first series.<br /><br />Back to the movie. If you watch this film in it's own right, not as a direct comparison to however you remember the TV series, then it's not bad at all. The real star is of course the General Lee. The car chases and stunts are excellent and that's really what D.O.H. is all about. Johnny Knoxville is his usual eccentric self and along with Seann William Scott as Cousin Bo "
28,-0.07340572774410248,"The narrative affirms the classic image of good versus evil in the form of a struggle of brother against brother. The main character, Lin Macadam, played by James Stewart, represents justice and righteousness. His brother, who operates under the persona of Dutch Henry Brown, played by Stephen McNally, stands for the classic stage-coach robbing western outlaw, chased by his brother for having killed their father. The world the story takes place is the classic dystopian west where the only way to prevent its inhabitants from killing each other is to take away their sidearms as soon as they enter town, and the man responsible for keeping this law and order is the classic western lawman Wyat Earp. <br /><br />Present as well are such flat characters typical of the western, such as the murderous Indian warrior, the besieged cavalryman, and the bonnet-clad damsel in distress. <br /><br />Another important archetype in this film, that which gives the film it's name, is a custom made Wincheste"
29,-1.4084631204605103,"Thomas Capano was not Anne Marie's boss Tom Carper, the Governor was. That is the reason the Feds became involved, he called Clinton and asked him to get the Feds involved in the case. I lived outside of Philadelphia at the time so the case was front page news every day. I also read Ann Rule's book and saw the ""City Confidential"" segment on A&E. Tom Capano was a megalomanic(sp.), an uber-controller and a monster. He claimed to love Ann Marie but all he wanted was someone that he could control. When she wouldn't let him do that anymore he killed her, the ultimate form of control. I think it's a waste of money that he is still alive."
30,-1.5890142917633057,"""Dragonlord"" sees Chan returning to his role of ""Dragon"" from ""The Young Master"". Not much has carried over from the first film though. ""Tiger"", his older brother, is nowhere to be seen; neither is the Marshall, his daughter or his son played superbly by Yuen Biao in the original film. Dragon does have the same master though - presumably all the other students have moved on to other things. (Dragon's laziness at training is portrayed heavily in this film, so maybe he's still studying!) <br /><br />Originally titled ""Young Master In Love"", this film sees Dragon (for the first sixty minutes at least) pursuing a villager girl in various idiotic and slapstick ways. His rival for her affection is his friend (inappropriately named ""Cowboy"") played comically by the longtime Chan Stunt-team member Mars. We see various scenes where their silly schemes backfire. It is one of these scenes that we (thankfully) find ""Dragon"" in over his head.<br /><br />This film is notorious in that it failed expe"
31,-1.0393577814102173,"Frankie Dio (Lee VanCleef) is a high-ranking mobster who turns himself in to the police or illegal gambling (for reasons that seem unclear to me). Tony (Tony Lo Bianco) is a low-level thug who frequents a pool hall and spends his free time envying Frankie. By being in the right place at the right time, Tony gets arrested with Frankie and is sent to jail... where they form a bond that may not quite be friendship, but it will do for now.<br /><br />This film came to me under the title of ""Frank and Tony"", which is disappointing because I see an alternate name is ""Mean Frank and Crazy Tony"", which would have helped sell the film more effectively. I presume that's an homage to ""Dirty Mary, Crazy Larry"" but what do I know? I watched it shortly after another Italian crime film, ""Violent Professionals"", and I must say the two complement each other very well.<br /><br />Italians have always lagged behind Americans in their budgets and production values, which is a real shame with this film. It"
32,-0.3650171458721161,"The first 2 parts seek to reduce to absurdity the rise of wasteful wars and rule by nationalist barbarians. The 3rd part speculates that progress and exploration toward the moon and beyond is the key to ensuring a meaningful use of human talents and resources. It has speeches that some viewers dismiss as naive or bombastic but that make others tingle with excitement. It depicts a space gun/launcher and a helicopter, along with inventive mass communication devices, elevators, flat screen panels, and wireless intercoms. It's probably incorrect about windowless buildings in the future. But it portrays a child-like vision of boundless scientific/technological investigation.<br /><br />To me, it seems like a movie about a group of rational minded thinkers guided by a Spinozean-like morality in their quest to immortalize themselves and live ethically through scientific advancement and a unified world government. The pro-progress characters (such as the two Cabals) believe humanity could 'liv"
33,-0.2560333013534546,"The Dentist starts on the morning of Dr. Alan Feinstone (Corbin Bernsen) & his wife Brooke's (Linda Hoffman) wedding anniversary. On the surface Mr. & Mrs. Feinstone seem to have a nice life, a beautiful home in Los Angeles & he has a successful career with responsibility but beneath things are very wrong. Alan discovers that Brooke is having an affair with Matt (Michael Stadvec) the swimming pool cleaner, to add to his humiliation Alan then discovers that Matt is also having sex with Paula Roberts (Lise Simms) one of his next door neighbours & to top it all off he owes the IRS, who are breathing down his neck, a shed load of money. Alan starts to lose his mind, he convinces himself that everything is decayed & rotten, just like his patient's teeth, & it's up to him to fix it. That morning at work he begins to take his frustrations & anger out on his patients, first he injures a young boy named Jody (Brian McLaughlin), he sexual assault's a patient named April Reign (Christa Sauls) aft"
34,-0.8365421295166016,"Sorry to say I have no idea what Hollywood is doing. Sure give us movies like Batman Begins. Oh, by the way Hollywood I think they may cover the story line in the movie Batman, but please don't entertain us what we would really want to see Batman and Superman together. I really hated this trailer because it left me wanting for more. I was looking around to see when it was coming out. It was like a terrible practical joke. The graphics where good the story line seemed solid and it had all the trappings of a great movie. Unfortunately it's not going to happen for now. To the producers, directors and all the actors great job but I hate you for doing this to me. You left me wanting more."
35,-0.24059873819351196,"This is a good adaptation of Austen's novel. Good, but not brilliant.<br /><br />The cinematography is inventive, crossing at times the border to gimmickry, but it certainly avoids the trap of making this look like a boring TV soap in costumes, given that the entire story is dialogue-driven.<br /><br />The acting is competent. Ms Paltrow is aloof, as her character requires, but the required distance from the other characters is accompanied by a much less appropriate detachment from her own actions. In other words, she does not seem to care enough of the results of her match-making endeavours. Some of the supporting cast is guilty of over-acting - very much in the style that is appreciated on stage but out of place in motion pictures. Personally, I had problems accepting Alan Cumming as Mr Elton - to no fault of his own, except for having left such an impression as a gay trolley-dolly in ""The High Life"" that it is now difficult to accept him playing any serious part. Acting honours go t"
36,-2.0717034339904785,"When a rich tycoon is killed in a plane crash, his spinster twin sister, Martha Craig (Madge Kennedy), doesn't believe he grabbed the controls in a suicide dive (even though self-snuff runs in the family) but his three beautiful daughters couldn't care less. The pilot, Jim Norton (John Bromfield), goes to work for Valerie Craig (Kathleen Hughes) who soon coerces him into helping her wrest control of the estate from her troubled sister, Lorna (Sara Shane) and the family lawyer (Jess Barker). Valerie wants Norton to seduce Lorna when he's not fending off the advances of another sister, the nymphet Vicki (Marla English), but her plans are thrown into a tailspin when Norton falls for his prey. All bets are off as a world of woe -including corporate chicanery, seductions, suicides, blackmail, a murder plot, the Mann Act, double-crosses, disfigurement, and poetic justice- befall ""Craig Manor"", an imposing mansion on a bluff overlooking the sea...<br /><br />This preposterous potboiler would "
37,-0.523352861404419,"While the original 1932 version, with Preston Foster, was good, there's no remake more worthy than this 1959 one, or more impossible to find anywhere, just as I strongly suspect Mickey Rooney to have had something to do with that. Never could a mere performance have ever been so masterfully brilliant, or a script more thought-provoking, as well as an improvement upon the original. Many years after the last of my several viewings of this film, in 1970, I read an article in which Mickey Rooney was recounting a visit he'd made to death row, and which had apparently very drastically eliminated whatever sense of personal identification he'd felt with people in similar circumstances. The article was about as short as the main character here, and didn't cover much, other than the extent to which his extreme disillusionment with the quality of the inmates themselves had been emphasized, even in language I would not care to explicitly quote here. . . . . One of my main problems with capital pun"
38,-1.9438681602478027,"This review contains spoilers for those who are not aware of the details of the true story on which this movie is based.<br /><br />The right to be presumed ""Innocent until proven guilty"" is a basic entitlement of anyone in a civilised society; but according to Fred Schepisi's partisan but sadly convincing story of a famous Australian murder trial, it was not granted to Lindy Chamberlain, accused of killing her baby. The story suggesting her innocence was unlikely (a dingo was alleged to have taken it), but those implying her guilt even more so, and there was no solid evidence against her. But the Australian public was transfixed by the possibility of her guilt, and the deeply religious Chamberlains appeared creepy when appearing in the media (and the media themselves, of course, were anything but innocent in this process). So although cleared by an initial inquest, they were later prosecuted and convicted. Although Chamberlain was eventually released, this shamefully only followed the"
39,-0.5862717032432556,"The question is, can a movie this entertaining really be considered a ""bad"" movie? My husband and I picked this up at a used video store for 99 cents simply because of the title and the fact that the box had the words ""Vestron Pictures"" on it (Vestron has been highly regarded as a mark of quality ever since I first acquired the legendary films ""Suburbia"" and ""Class of 1984""). We were not expecting a movie as full of win as this one was. Your basic plot as is follows: Grange, this goombaesque thug from planet Earth, robs ""the bank of the Moon"" and is sentenced to a penal colony on a remote planet (I don't even remember the planet's name) to mine for bauxite and other minerals. The ""governor"" of said colony and the owner of the mine are exploiting the prisoners for labor. Walker, a bounty hunter (apparently one of only three on the whole planet) reminds the prisoners that there is no escape, because there's only one shuttle out of the whole planet and they'd have him to deal with. Then t"
40,-0.8750590682029724,"There's a good reason that Walter Pidgeon is warning off Leslie Nielson and his crew from the relief ship, stuff he dare not dream about.<br /><br />As Doctor Edward Morbius, Pidgeon is the last survivor of an expedition that came to this planet 20 years earlier. Since that time he married another member of the expedition and had a daughter, Anne Francis. They are the only humans left on this planet which was once the home world of an ancient civilization known as the Krell.<br /><br />The records as deciphered by Pidgeon indicate the Krell came to a cataclysmic ending of unknown origin. The machinery they left behind is still functioning.<br /><br />Maybe functioning too well as members of the relief party start dying and in a particular gruesome fashion. <br /><br />I see all kinds of speculation about a remake and this is one film not to remake because it's as fresh as it was in 1956. The terms would change, we would now say warp speed instead of hyper drive, courtesy of the endurin"
41,-1.8905136585235596,"Found this flick in a videostore, it cost $2 to buy. The whole movie stinks really bad! The so-called colonel, who would the hero here if the cover could have been trusted, must be in his eighties and is barely able to walk. He nevertheless manages to shoot some of the dumbest ninjas in the world. Then the story leaves the colonel, which makes sense given the old man's inability to DO anything worth mentioning, a now two terrifyingly eighties-looking guys take over, in what must have been some sort of story. I got lost a hundred times but didn't mind, because the movie is so bad, it's real fun to watch. Zero-Budget trash with actors not deserving that name. Go check it out!"
42,-0.013609384186565876,"The Bible teaches us that the love of money is the root of all evil. The love of money leads to greed which can lead to pride and eventually to destruction. Two brothers, Andy and Hank, will discover how far the love of money will cost them and those they love the most.<br /><br />Andy Hanson (Philip Seymour Hoffman) and his younger brother Hank (Ethan Hawke) couldn't be more different. Andy is seemingly enjoying the success of working in New York's real estate market and is married to his beautiful wife Gina (Marisa Tomei) who is the idea of a trophy wife if one ever existed. Hank, however, is divorcée who finds himself at the mercy of his ex-wife, his daughter's expensive school bills, and endless amount of child support payments. A man who means well and has good intentions, Hank none the less cannot escape the water that his slowly raising above his head no matter how hard he swims to stay above it.<br /><br />However, Andy has his own problems with the only difference between him "
